ID,vehicles,persons,trips,CTFIP,ZONE_ID,,
2953,2,4,35,17097,6,,
2954,2,2,4,17031,1,,
2955,2,2,6,17197,8,,
2956,2,3,9,17043,2,,
2957,1,1,2,17097,6,,
2958,2,2,4,17111,7,,
2959,1,1,1,17031,1,,
2960,0,1,8,17031,1,,
2961,1,4,14,17031,1,,
2962,3,2,9,17043,2,,
2963,3,4,14.5,17097,6,,
2964,2,1,4,17031,1,,
2965,3,6,26.5,17043,2,,
2966,2,2,6,17043,2,,
2967,2,2,11,17031,1,,
2968,1,1,2,17031,1,,
2969,2,2,9,17031,1,,
2970,2,4,21,17031,1,,
2971,2,2,4,17031,1,,
2972,0,1,4.5,17031,1,,
2973,1,1,4,17093,5,,
2974,2,3,3,17089,4,,
2975,3,4,17,17093,5,,
2976,1,1,2,17043,2,,
2977,3,5,15,17043,2,,
2978,1,1,2,17197,8,,
2979,1,1,5,17031,1,,
2980,2,3,13,17043,2,,
2981,2,3,14,17031,1,,
2982,2,1,3,17043,2,,
2983,4,5,12,17089,4,,
2984,2,2,13.5,17111,7,,
2985,2,5,21,17031,1,,
2986,1,1,6,17043,2,,
2987,1,1,2.5,17089,4,,
2988,1,1,4,17031,1,,
2989,2,2,13,17031,1,,
2990,2,5,31.5,17031,1,,
2991,1,2,9,17031,1,,
2992,2,1,0,17031,1,,
2993,2,3,14,17031,1,,
2994,2,2,9,17031,1,,
2995,2,2,5.5,17031,1,,
2996,2,2,17,17089,4,,
2997,0,1,5,17031,1,,
2998,2,4,12.5,17031,1,,
2999,3,2,8,17031,1,,
3000,2,2,3.5,17031,1,,
3001,1,3,5.5,17043,2,,
3002,1,2,8,17031,1,,
3003,0,2,10,17031,1,,
3004,2,2,7,17031,1,,
3005,2,2,14,17031,1,,
3006,2,2,12,17197,8,,
3007,2,5,17.5,17031,1,,
3008,2,2,6.5,17111,7,,
3009,2,1,4,17031,1,,
3010,1,1,5,17031,1,,
3011,2,3,18,17089,4,,
3012,2,3,9,17031,1,,
3013,2,2,5,17031,1,,
3014,0,1,2,17031,1,,
3015,4,2,7,17111,7,,
3016,1,1,3,17031,1,,
3017,1,2,4,17031,1,,
3018,2,2,10,17097,6,,
3019,2,2,0,17043,2,,
3020,2,3,8,17031,1,,
3021,3,4,19.5,17031,1,,
3022,2,2,9,17043,2,,
3023,2,2,3,17111,7,,
3024,1,1,5,17031,1,,
3025,1,1,5,17031,1,,
3026,2,1,5,17031,1,,
3027,4,6,9,17111,7,,
3028,2,2,2,17111,7,,
3029,1,1,2.5,17111,7,,
3030,0,1,4,17031,1,,
3031,1,1,3,17031,1,,
3032,1,2,5.5,17031,1,,
3033,2,3,2,17097,6,,
3034,1,2,18,17031,1,,
3035,1,2,14,17031,1,,
3036,2,1,7,17043,2,,
3037,1,1,2.5,17031,1,,
3038,1,1,8,17031,1,,
3039,0,1,0,17031,1,,
3040,2,2,14,17043,2,,
3041,2,2,10,17089,4,,
3042,1,1,5,17111,7,,
3043,1,2,10,17031,1,,
3044,0,1,2,17097,6,,
3045,0,2,4.5,17031,1,,
3046,3,8,43,17031,1,,
3047,2,4,13,17197,8,,
3048,2,2,9,17197,8,,
3049,1,1,0,17031,1,,
3050,3,4,22,17031,1,,
3051,0,1,9,17031,1,,
3052,1,2,8,17043,2,,
3053,4,4,11,17097,6,,
3054,3,3,7.5,17031,1,,
3055,2,2,14,17031,1,,
3056,1,1,9,17097,6,,
3057,1,1,2,17031,1,,
3058,2,6,47.5,17043,2,,
3059,2,2,8,17111,7,,
3060,2,6,24,17031,1,,
3061,3,3,7.5,17111,7,,
3062,2,2,8,17043,2,,
3063,2,1,2,17031,1,,
3064,2,2,8,17031,1,,
3065,1,5,23.5,17031,1,,
3066,2,3,14,17043,2,,
3067,1,1,0,17031,1,,
3068,1,2,2,17031,1,,
3069,2,2,10.5,17031,1,,
3070,1,1,6,17031,1,,
3071,2,2,6,17043,2,,
3072,2,2,10.5,17031,1,,
3073,1,1,2,17043,2,,
3074,2,2,18,17031,1,,
3075,1,2,11,17031,1,,
3076,2,2,6.5,17031,1,,
3077,2,4,19,17197,8,,
3078,2,4,11.5,17031,1,,
3079,2,2,10,17031,1,,
3080,3,4,17,17043,2,,
3081,2,2,10.5,17031,1,,
3082,1,1,3,17097,6,,
3083,2,2,8,17111,7,,
3084,2,3,8,17043,2,,
3085,0,1,1,17031,1,,
3086,3,3,10,17097,6,,
3087,2,2,6.5,17043,2,,
3088,1,2,3,17031,1,,
3089,2,2,19,17089,4,,
3090,2,3,8,17031,1,,
3091,2,2,6,17031,1,,
3092,2,2,8,17031,1,,
3093,1,3,7.5,17043,2,,
3094,2,1,5,17031,1,,
3095,1,4,9,17043,2,,
3096,3,2,6,17097,6,,
3097,1,2,4,17031,1,,
3098,2,3,16,17043,2,,
3099,2,2,10,17031,1,,
3100,1,1,6,17197,8,,
3101,2,1,6,17043,2,,
3102,1,2,2,17093,5,,
3103,0,1,3,17031,1,,
3104,1,2,10,17031,1,,
3105,1,1,2,17197,8,,
3106,3,2,3,17031,1,,
3107,1,1,6,17031,1,,
3108,2,4,24,17031,1,,
3109,2,2,6,17043,2,,
3110,2,3,12,17089,4,,
3111,3,2,7.5,17031,1,,
3112,2,3,17.5,17031,1,,
3113,2,4,6,17043,2,,
3114,1,3,6,17097,6,,
3115,0,1,3,17031,1,,
3116,1,1,2.5,17097,6,,
3117,1,1,2,17031,1,,
3118,2,3,16,17031,1,,
3119,2,4,23,17031,1,,
3120,1,1,6,17097,6,,
3121,3,2,13,17031,1,,
3122,2,2,12.5,17089,4,,
3123,0,1,1,17031,1,,
3124,1,1,4,17031,1,,
3125,2,2,16,17031,1,,
3126,3,4,19,17031,1,,
3127,1,1,5.5,17031,1,,
3128,2,3,15,17043,2,,
3129,2,3,20,17111,7,,
3130,1,2,7,17043,2,,
3131,1,1,2,17031,1,,
3132,1,3,17.5,17031,1,,
3133,1,1,5.5,17031,1,,
3134,1,1,2.5,17031,1,,
3135,3,3,13.5,17043,2,,
3136,0,2,12,17031,1,,
3137,3,2,4,17031,1,,
3138,1,1,7,17031,1,,
3139,0,1,4,17031,1,,
3140,1,1,4,17043,2,,
3141,1,2,5,17031,1,,
3142,1,2,11,17031,1,,
3143,1,1,3,17031,1,,
3144,3,2,0,17197,8,,
3145,2,2,6,17097,6,,
3146,3,2,4,17111,7,,
3147,2,3,15,17043,2,,
3148,1,2,6,17031,1,,
3149,1,1,1,17089,4,,
3150,2,4,22,17031,1,,
3151,1,2,12,17031,1,,
3152,1,3,12,17031,1,,
3153,1,2,3,17031,1,,
3154,2,1,7,17031,1,,
3155,2,1,1,17097,6,,
3156,1,1,3.5,17043,2,,
3157,3,1,5,17031,1,,
3158,2,2,7,17089,4,,
3159,1,1,3,17031,1,,
3160,0,1,5,17031,1,,
3161,1,1,9,17031,1,,
3162,3,5,25,17197,8,,
3163,1,2,14,17097,6,,
3164,2,1,4,17043,2,,
3165,1,1,4,17097,6,,
3166,2,2,8,17197,8,,
3167,3,2,4,17031,1,,
3168,1,2,6.5,17031,1,,
3169,1,2,11,17031,1,,
3170,3,5,29,17031,1,,
3171,0,1,2,17089,4,,
3172,2,2,5,17097,6,,
3173,0,1,7,17031,1,,
3174,4,3,16.5,17031,1,,
3175,2,4,21.5,17043,2,,
3176,1,1,4,17031,1,,
3177,1,1,2.5,17089,4,,
3178,0,1,0,17031,1,,
3179,2,4,27,17031,1,,
3180,3,2,7,17031,1,,
3181,2,2,4,17031,1,,
3182,2,4,7,17031,1,,
3183,1,2,10,17031,1,,
3184,4,2,3,17097,6,,
3185,1,2,10,17089,4,,
3186,4,1,2,17031,1,,
3187,1,2,8.5,17031,1,,
3188,1,1,10,17031,1,,
3189,2,2,10,17031,1,,
3190,2,5,27.5,17031,1,,
3191,2,2,9,17043,2,,
3192,1,2,1,17031,1,,
3193,1,1,7.5,17031,1,,
3194,1,2,10,17031,1,,
3195,3,5,13,17031,1,,
3196,1,1,7,17043,2,,
3197,1,2,8,17031,1,,
3198,1,3,8,17089,4,,
3199,2,2,14.5,17031,1,,
3200,2,4,33,17031,1,,
3201,3,3,18,17031,1,,
3202,2,4,8,17197,8,,
3203,2,2,7,17031,1,,
3204,4,5,17.5,17031,1,,
3205,2,2,10,17111,7,,
3206,1,3,16,17031,1,,
3207,2,3,15,17031,1,,
3208,2,2,6,17097,6,,
3209,3,3,17.5,17097,6,,
3210,1,1,5,17031,1,,
3211,3,5,17,17043,2,,
3212,2,2,2,17043,2,,
3213,8,2,4,17197,8,,
3214,0,1,0,17031,1,,
3215,2,2,7,17043,2,,
3216,0,2,5,17031,1,,
3217,2,2,6,17097,6,,
3218,2,3,13.5,17197,8,,
3219,4,5,16.5,17031,1,,
3220,3,3,7,17031,1,,
3221,2,2,15,17031,1,,
3222,3,2,1,17031,1,,
3223,1,1,5.5,17031,1,,
3224,1,1,5,17031,1,,
3225,1,1,11,17097,6,,
3226,2,6,19.5,17031,1,,
3227,2,2,7,17031,1,,
3228,1,1,2,17043,2,,
3229,2,1,6.5,17031,1,,
3230,2,2,1,17043,2,,
3231,1,1,4.5,17031,1,,
3232,1,1,0,17031,1,,
3233,1,2,4,17031,1,,
3234,3,5,29,17031,1,,
3235,2,2,3,17197,8,,
3236,2,1,8,17031,1,,
3237,1,1,8.5,17031,1,,
3238,1,1,4,17031,1,,
3239,1,2,1.5,17031,1,,
3240,1,1,6.5,17031,1,,
3241,1,1,5.5,17097,6,,
3242,6,2,15,17031,1,,
3243,1,1,7,17031,1,,
3244,1,3,16,17031,1,,
3245,2,3,13,17031,1,,
3246,2,4,19.5,17097,6,,
3247,1,1,4.5,17043,2,,
3248,3,2,5,17043,2,,
3249,1,4,13.5,17031,1,,
3250,2,1,8,17031,1,,
3251,1,1,2.5,17031,1,,
3252,3,3,12,17031,1,,
3253,2,1,5,17197,8,,
3254,1,1,4,17031,1,,
3255,1,1,4,17031,1,,
3256,0,1,2,17031,1,,
3257,1,2,8,17031,1,,
3258,2,2,22,17031,1,,
3259,4,2,13,17197,8,,
3260,3,5,22,17111,7,,
3261,1,1,3,17031,1,,
3262,3,3,8,17097,6,,
3263,2,2,4,17031,1,,
3264,1,1,2,17097,6,,
3265,1,1,3.5,17197,8,,
3266,2,2,8,17089,4,,
3267,2,3,22,17197,8,,
3268,1,3,6,17031,1,,
3269,3,1,11,17031,1,,
3270,2,2,9.5,17031,1,,
3271,1,1,3,17031,1,,
3272,1,2,4,17031,1,,
3273,2,4,26,17031,1,,
3274,1,1,3,17031,1,,
3275,3,3,15,17031,1,,
3276,2,5,22.5,17031,1,,
3277,6,2,15.5,17043,2,,
3278,2,4,18.5,17097,6,,
3279,2,1,6,17031,1,,
3280,1,1,3,17031,1,,
3281,1,3,10.5,17031,1,,
3282,2,2,12,17031,1,,
3283,2,3,6,17097,6,,
3284,1,2,4,17031,1,,
3285,4,2,12,17031,1,,
3286,1,1,3,17031,1,,
3287,1,4,21,17031,1,,
3288,1,1,3,17097,6,,
3289,1,4,14,17043,2,,
3290,2,2,12,17031,1,,
3291,3,5,13,17031,1,,
3292,1,1,7.5,17043,2,,
3293,3,2,16,17031,1,,
3294,2,4,12,17031,1,,
3295,2,2,8,17031,1,,
3296,2,2,13,17031,1,,
3297,2,4,30,17197,8,,
3298,3,3,8,17031,1,,
3299,2,2,14,17031,1,,
3300,2,2,6,17097,6,,
3301,3,4,10,17043,2,,
3302,1,1,4.5,17031,1,,
3303,2,4,24.5,17043,2,,
3304,2,2,13.5,17097,6,,
3305,2,2,4,17043,2,,
3306,2,4,27,17197,8,,
3307,2,4,21,17043,2,,
3308,1,1,3,17097,6,,
3309,2,6,76,17089,4,,
3310,2,3,2.5,17031,1,,
3311,1,1,0,17031,1,,
3312,2,5,13,17031,1,,
3313,0,2,13,17031,1,,
3314,0,1,5,17089,4,,
3315,2,2,6.5,17031,1,,
3316,1,2,11,17031,1,,
3317,2,2,12,17097,6,,
3318,1,2,4,17031,1,,
3319,2,2,20,17031,1,,
3320,1,2,2,17043,2,,
3321,2,2,12.5,17031,1,,
3322,1,1,3.5,17031,1,,
3323,2,5,13.5,17043,2,,
3324,2,2,12,17031,1,,
3325,2,4,18,17031,1,,
3326,3,2,8,17031,1,,
3327,3,2,20,17089,4,,
3328,2,3,11.5,17097,6,,
3329,2,5,23,17031,1,,
3330,4,4,9,17043,2,,
3331,2,4,10,17031,1,,
3332,1,1,11,17031,1,,
3333,3,3,6,17031,1,,
3334,1,2,12,17031,1,,
3335,1,1,2,17031,1,,
3336,1,1,2,17031,1,,
3337,6,5,1,17031,1,,
3338,0,3,2,17031,1,,
3339,2,4,8,17043,2,,
3340,2,2,12,17031,1,,
3341,1,1,5,17031,1,,
3342,2,2,7,17031,1,,
3343,3,3,8,17097,6,,
3344,2,2,11,17097,6,,
3345,1,1,4,17031,1,,
3346,6,3,10,17111,7,,
3347,1,1,0,17031,1,,
3348,3,2,5,17031,1,,
3349,2,2,7,17031,1,,
3350,1,1,2,17031,1,,
3351,2,2,6,17043,2,,
3352,1,2,13,17031,1,,
3353,0,5,15,17031,1,,
3354,1,1,2.5,17043,2,,
3355,2,1,3,17031,1,,
3356,2,2,10,17031,1,,
3357,3,1,2,17031,1,,
3358,3,2,6.5,17031,1,,
3359,1,2,14,17197,8,,
3360,1,2,4,17031,1,,
3361,3,3,4,17089,4,,
3362,1,1,6.5,17031,1,,
3363,1,1,5,17197,8,,
3364,6,3,3,17031,1,,
3365,0,1,2.5,17031,1,,
3366,1,1,8,17097,6,,
3367,2,2,12.5,17043,2,,
3368,1,2,0,17031,1,,
3369,0,2,1,17031,1,,
3370,1,1,2,17043,2,,
3371,2,2,2,17031,1,,
3372,2,5,16.5,17031,1,,
3373,2,2,4,17031,1,,
3374,1,4,8,17043,2,,
3375,1,1,5,17197,8,,
3376,1,1,3,17031,1,,
3377,2,3,2,17031,1,,
3378,2,2,10,17031,1,,
3379,2,2,4,17031,1,,
3380,2,3,8,17097,6,,
3381,2,2,11,17097,6,,
3382,1,1,2,17031,1,,
3383,1,1,2,17043,2,,
3384,1,2,4,17031,1,,
3385,1,1,1,17031,1,,
3386,2,4,11,17031,1,,
3387,3,3,13.5,17031,1,,
3388,1,1,9.5,17031,1,,
3389,1,1,2,17031,1,,
3390,3,3,14,17031,1,,
3391,2,3,5,17031,1,,
3392,1,1,4,17097,6,,
3393,2,5,18.5,17043,2,,
3394,2,2,9,17031,1,,
3395,1,1,3,17097,6,,
3396,1,1,7,17031,1,,
3397,2,1,6,17031,1,,
3398,0,1,2,17031,1,,
3399,1,3,13,17111,7,,
3400,3,2,3.5,17089,4,,
3401,2,4,29,17031,1,,
3402,2,4,19,17031,1,,
3403,2,3,9,17031,1,,
3404,3,1,3,17031,1,,
3405,1,1,9.5,17031,1,,
3406,0,2,6,17031,1,,
3407,1,1,3,17097,6,,
3408,2,5,25,17031,1,,
3409,1,3,5,17031,1,,
3410,2,2,4,17031,1,,
3411,2,2,7.5,17093,5,,
3412,2,5,21,17031,1,,
3413,1,2,10.5,17031,1,,
3414,2,3,18,17197,8,,
3415,2,2,1.5,17031,1,,
3416,2,4,17,17031,1,,
3417,1,1,6,17031,1,,
3418,1,2,13,17031,1,,
3419,0,2,8.5,17031,1,,
3420,1,3,8,17031,1,,
3421,2,2,9,17031,1,,
3422,2,2,16,17089,4,,
3423,2,2,8,17031,1,,
3424,2,2,6,17097,6,,
3425,2,2,15.5,17031,1,,
3426,2,4,6,17031,1,,
3427,1,1,3,17197,8,,
3428,4,2,9,17031,1,,
3429,2,6,12,17089,4,,
3430,1,1,4,17089,4,,
3431,2,4,10.5,17031,1,,
3432,1,1,1,17031,1,,
3433,1,1,7,17089,4,,
3434,1,2,6,17031,1,,
3435,3,3,12.5,17043,2,,
3436,1,2,7.5,17031,1,,
3437,1,1,5,17031,1,,
3438,4,4,19,17043,2,,
3439,3,2,7.5,17031,1,,
3440,2,4,13,17031,1,,
3441,2,4,24,17111,7,,
3442,0,1,1.5,17031,1,,
3443,1,1,6.5,17031,1,,
3444,1,2,12,17043,2,,
3445,2,2,3,17031,1,,
3446,3,3,7,17031,1,,
3447,2,2,12.5,17031,1,,
3448,1,1,0,17031,1,,
3449,2,2,6.5,17043,2,,
3450,1,1,3,17031,1,,
3451,1,1,9,17043,2,,
3452,4,5,40,17031,1,,
3453,1,1,2,17043,2,,
3454,0,1,2,17031,1,,
3455,1,3,9,17031,1,,
3456,0,1,7.5,17031,1,,
3457,3,3,5,17031,1,,
3458,1,1,2.5,17043,2,,
3459,2,2,9,17111,7,,
3460,1,1,4.5,17031,1,,
3461,1,4,4,17097,6,,
3462,0,2,5.5,17031,1,,
3463,1,2,4,17031,1,,
3464,2,4,11,17097,6,,
3465,2,4,16,17031,1,,
3466,2,2,12,17031,1,,
3467,4,4,16,17031,1,,
3468,2,2,4,17031,1,,
3469,2,2,10.5,17031,1,,
3470,2,3,5,17031,1,,
3471,1,1,3.5,17031,1,,
3472,1,2,8,17089,4,,
3473,1,6,12,17031,1,,
3474,2,2,6,17031,1,,
3475,2,4,11,17031,1,,
3476,1,1,4.5,17031,1,,
3477,1,1,2,17197,8,,
3478,2,2,5,17031,1,,
3479,2,4,18,17043,2,,
3480,0,1,2,17031,1,,
3481,1,1,4,17111,7,,
3482,1,1,3,17043,2,,
3483,1,2,4,17031,1,,
3484,1,3,16,17031,1,,
3485,2,2,13,17089,4,,
3486,2,3,12.5,17031,1,,
3487,1,1,4,17031,1,,
3488,3,2,7.5,17031,1,,
3489,2,2,3.5,17031,1,,
3490,2,4,20.5,17031,1,,
3491,2,2,1,17031,1,,
3492,5,4,21,17031,1,,
3493,2,2,6,17031,1,,
3494,2,4,25,17031,1,,
3495,1,1,3,17031,1,,
3496,1,1,4,17031,1,,
3497,2,4,22,17111,7,,
3498,1,1,7,17043,2,,
3499,3,4,14,17089,4,,
3500,2,5,14,17089,4,,
3501,1,1,7,17031,1,,
3502,1,1,6,17031,1,,
3503,1,2,8,17031,1,,
3504,1,2,8,17031,1,,
3505,2,4,27,17031,1,,
3506,1,1,11,17097,6,,
3507,2,3,9,17031,1,,
3508,4,3,2,17097,6,,
3509,2,3,6,17031,1,,
3510,1,2,13,17043,2,,
3511,4,5,24,17031,1,,
3512,3,2,4.5,17031,1,,
3513,0,1,7,17031,1,,
3514,0,1,1.5,17031,1,,
3515,1,2,6,17031,1,,
3516,4,4,18,17031,1,,
3517,1,1,7,17031,1,,
3518,0,1,5,17031,1,,
3519,2,4,21,17031,1,,
3520,1,1,5.5,17031,1,,
3521,1,1,4,17031,1,,
3522,1,1,3,17031,1,,
3523,1,2,9,17031,1,,
3524,1,2,5,17031,1,,
3525,1,2,10,17097,6,,
3526,3,2,11,17031,1,,
3527,2,2,2,17031,1,,
3528,1,2,7,17031,1,,
3529,2,2,20,17031,1,,
3530,2,2,14,17031,1,,
3531,1,5,19,17031,1,,
3532,1,1,1,17031,1,,
3533,1,2,2,17031,1,,
3534,3,3,9,17031,1,,
3535,0,2,1.5,17031,1,,
3536,1,4,14,17031,1,,
3537,3,3,6,17097,6,,
3538,2,2,9,17031,1,,
3539,1,2,2,17031,1,,
3540,1,3,14.5,17031,1,,
3541,2,2,9,17031,1,,
3542,1,4,16.5,17031,1,,
3543,1,2,5,17031,1,,
3544,2,2,13,17097,6,,
3545,1,4,23.5,17031,1,,
3546,1,2,13,17031,1,,
3547,1,4,18,17031,1,,
3548,1,6,12,17031,1,,
3549,1,2,5,17031,1,,
3550,1,2,5.5,17031,1,,
3551,1,3,14,17031,1,,
3552,1,3,12,17031,1,,
3553,0,3,3,17031,1,,
3554,2,2,4,17031,1,,
3555,1,1,2,17031,1,,
3556,2,2,0,17031,1,,
3557,3,3,12,17031,1,,
3558,1,1,2,17031,1,,
3559,2,4,11,17031,1,,
3560,1,3,6,17031,1,,
3561,0,2,4.5,17031,1,,
3562,0,1,4,17031,1,,
3563,1,1,6,17031,1,,
3564,2,2,5,17031,1,,
3565,2,3,19,17031,1,,
3566,2,2,4,17031,1,,
3567,1,1,3.5,17031,1,,
3568,2,4,14.5,17031,1,,
3569,2,1,7,17031,1,,
3570,0,1,5,17031,1,,
3571,0,2,2,17031,1,,
3572,1,5,32,17031,1,,
3573,1,3,2,17031,1,,
3574,2,2,15,17031,1,,
3575,2,5,5,17031,1,,
3576,2,2,7,17031,1,,
3577,3,3,10,17031,1,,
3578,6,5,27,17031,1,,
3579,1,2,8,17031,1,,
3580,1,1,3,17031,1,,
3581,1,2,6,17031,1,,
3582,2,2,16,17031,1,,
3583,2,2,10,17031,1,,
3584,1,2,0,17031,1,,
3585,2,6,24,17031,1,,
3586,2,2,10.5,17031,1,,
3587,2,4,13,17197,8,,
3588,1,1,4,17031,1,,
3589,2,6,35,17031,1,,
3590,0,1,3,17031,1,,
3591,1,2,7,17031,1,,
3592,0,1,3,17031,1,,
3593,1,1,2.5,17031,1,,
3594,2,2,12,17031,1,,
3595,0,1,4,17031,1,,
3596,1,1,13,17031,1,,
3597,1,1,6,17031,1,,
3598,2,2,6,17031,1,,
3599,3,4,9,17031,1,,
3600,1,2,2,17031,1,,
3601,1,2,24,17031,1,,
3602,2,3,24,17031,1,,
3603,1,1,5.5,17031,1,,
3604,0,1,6,17031,1,,
3605,1,1,2.5,17197,8,,
3606,3,5,16,17197,8,,
3607,1,2,19,17031,1,,
3608,1,2,12,17031,1,,
3609,2,2,16,17031,1,,
3610,4,2,5.5,17031,1,,
3611,3,3,8,17031,1,,
3612,1,1,5,17031,1,,
3613,1,1,6,17031,1,,
3614,0,1,4,17031,1,,
3615,2,3,28,17031,1,,
3616,6,2,12,17031,1,,
3617,2,3,13.5,17031,1,,
3618,0,2,5.5,17031,1,,
3619,1,1,5.5,17031,1,,
3620,1,1,5,17031,1,,
3621,0,2,10.5,17031,1,,
3622,2,2,7,17031,1,,
3623,2,1,2,17197,8,,
3624,0,1,2,17031,1,,
3625,3,1,9,17031,1,,
3626,2,3,15,17031,1,,
3627,2,2,17,17031,1,,
3628,1,2,8,17031,1,,
3629,1,2,4,17031,1,,
3630,2,2,10,17031,1,,
3631,1,3,7,17031,1,,
3632,2,4,14,17031,1,,
3633,0,2,1,17031,1,,
3634,4,1,2,17031,1,,
3635,2,5,10,17197,8,,
3636,0,1,1,17031,1,,
3637,1,3,13,17031,1,,
3638,2,2,14,17031,1,,
3639,2,3,11,17031,1,,
3640,1,3,16,17031,1,,
3641,1,1,4,17031,1,,
3642,1,2,4,17031,1,,
3643,1,1,4,17031,1,,
3644,2,2,9,17031,1,,
3645,2,5,8,17031,1,,
3646,2,4,8,17031,1,,
3647,0,2,0,17031,1,,
3648,2,2,7,17197,8,,
3649,0,1,6.5,17031,1,,
3650,0,1,6,17031,1,,
3651,1,2,4,17031,1,,
3652,2,3,21,17031,1,,
3653,1,2,2,17197,8,,
3654,3,2,8,17031,1,,
3655,2,1,7,17031,1,,
3656,2,2,12,17031,1,,
3657,0,1,0,17031,1,,
3658,1,3,10,17031,1,,
3659,2,2,16,17031,1,,
3660,1,2,6.5,17031,1,,
3661,1,5,11.5,17031,1,,
3662,2,2,2,17031,1,,
3663,2,5,25,17031,1,,
3664,2,4,3,17031,1,,
3665,1,1,2,17031,1,,
3666,1,2,7,17031,1,,
3667,0,1,2,17031,1,,
3668,0,3,4,17031,1,,
3669,1,2,9,17031,1,,
3670,2,2,4,17031,1,,
3671,0,2,16,17031,1,,
3672,1,2,9,17031,1,,
3673,4,4,15.5,17031,1,,
3674,1,4,12,17031,1,,
3675,2,2,13,17031,1,,
3676,2,2,4,17031,1,,
3677,2,4,10,17031,1,,
3678,1,1,2.5,17031,1,,
3679,0,2,8,17031,1,,
3680,1,2,12,17031,1,,
3681,1,1,5,17031,1,,
3682,1,1,2,17031,1,,
3683,2,2,6.5,17031,1,,
3684,1,3,18.5,17031,1,,
3685,2,2,11,17031,1,,
3686,2,2,9,17031,1,,
3687,2,2,7.5,17031,1,,
3688,2,3,11,17031,1,,
3689,1,2,4,17031,1,,
3690,1,2,7,17097,6,,
3691,1,1,3,17031,1,,
3692,2,1,3,17197,8,,
3693,2,2,4,17031,1,,
3694,1,1,3,17031,1,,
3695,2,2,4,17031,1,,
3696,1,1,3.5,17031,1,,
3697,0,1,3,17031,1,,
3698,3,4,19,17197,8,,
3699,2,2,6,17031,1,,
3700,1,1,1,17031,1,,
3701,1,1,2,17031,1,,
3702,1,1,3,17031,1,,
3703,1,4,16.5,17031,1,,
3704,1,1,5.5,17031,1,,
3705,1,1,0,17031,1,,
3706,1,2,4,17031,1,,
3707,2,4,17,17031,1,,
3708,2,2,11.5,17031,1,,
3709,1,1,2,17031,1,,
3710,2,4,9,17031,1,,
3711,1,2,8,17031,1,,
3712,1,1,6,17031,1,,
3713,2,2,0,17031,1,,
3714,1,1,2,17031,1,,
3715,2,3,7.5,17031,1,,
3716,2,3,14,17031,1,,
3717,2,2,3,17031,1,,
3718,0,2,5,17031,1,,
3719,5,5,24,17031,1,,
3720,1,2,6.5,17031,1,,
3721,1,1,1,17031,1,,
3722,2,1,6,17031,1,,
3723,0,2,0,17031,1,,
3724,0,1,2,17031,1,,
3725,3,1,8,17031,1,,
3726,2,2,15,17031,1,,
3727,1,3,14.5,17031,1,,
3728,3,2,8,17031,1,,
3729,1,3,6,17031,1,,
3730,1,1,8,17031,1,,
3731,1,1,5,17031,1,,
3732,2,3,18,17031,1,,
3733,1,1,2,17031,1,,
3734,0,1,6,17031,1,,
3735,3,5,14,17031,1,,
3736,2,4,23,17031,1,,
3737,2,5,39,17031,1,,
3738,2,5,34,17197,8,,
3739,1,1,5.5,17031,1,,
3740,1,1,4.5,17031,1,,
3741,1,1,1.5,17197,8,,
3742,1,2,0,17031,1,,
3743,1,2,3,17031,1,,
3744,2,2,6,17031,1,,
3745,2,2,14,17197,8,,
3746,2,2,12,17031,1,,
3747,2,4,10.5,17031,1,,
3748,2,2,4,17031,1,,
3749,0,1,2,17031,1,,
3750,2,1,3,17031,1,,
3751,2,2,9,17197,8,,
3752,2,3,7.5,17031,1,,
3753,3,2,13,17031,1,,
3754,1,1,2,17031,1,,
3755,2,5,13,17031,1,,
3756,2,2,13,17031,1,,
3757,2,2,9,17093,5,,
3758,1,1,1,17031,1,,
3759,1,1,0,17031,1,,
3760,2,2,6,17031,1,,
3761,1,1,2,17031,1,,
3762,1,2,10,17031,1,,
3763,1,1,8,17031,1,,
3764,0,1,5,17031,1,,
3765,3,3,12,17031,1,,
3766,2,2,14,17031,1,,
3767,1,2,14,17031,1,,
3768,0,1,3,17031,1,,
3769,1,2,8.5,17031,1,,
3770,1,1,1.5,17197,8,,
3771,0,1,0,17031,1,,
3772,2,5,44.5,17031,1,,
3773,4,4,21,17031,1,,
3774,4,3,11,17031,1,,
3775,1,1,2,17031,1,,
3776,1,4,27,17031,1,,
3777,2,2,4,17031,1,,
3778,2,1,5,17031,1,,
3779,0,1,0,17031,1,,
3780,1,2,9,17031,1,,
3781,0,1,2,17031,1,,
3782,3,3,7,17197,8,,
3783,0,1,5,17031,1,,
3784,1,1,4,17031,1,,
3785,0,2,5,17031,1,,
3786,2,2,8,17031,1,,
3787,1,2,5,17031,1,,
3788,0,1,1,17031,1,,
3789,1,2,12,17197,8,,
3790,2,1,2.5,17031,1,,
3791,3,4,17,17197,8,,
3792,1,1,1.5,17031,1,,
3793,2,2,8,17031,1,,
3794,0,1,5,17031,1,,
3795,0,1,2,17031,1,,
3796,2,2,13,17031,1,,
3797,2,2,6,17031,1,,
3798,0,1,2,17031,1,,
3799,2,4,12.5,17197,8,,
3800,3,4,5,17031,1,,
3801,3,2,4.5,17197,8,,
3802,2,2,5,17197,8,,
3803,2,1,5,17031,1,,
3804,2,4,33,17031,1,,
3805,1,1,2,17031,1,,
