ID,vehicles,persons,trips,CTFIP,ZONE_ID,,
12198,1,1,7,18089,9,,
12199,2,5,36,18089,9,,
12200,2,2,2.5,18089,9,,
12201,2,2,5,18089,9,,
12202,1,1,1,18089,9,,
12203,2,2,5,18089,9,,
12204,2,4,12,18089,9,,
12205,3,3,11,18089,9,,
12206,1,2,3,18089,9,,
12207,0,1,0,18089,9,,
12208,2,2,5.5,18089,9,,
12209,1,1,5,18089,9,,
12210,2,3,12,18089,9,,
12211,2,1,4,18089,9,,
12212,1,2,4,18089,9,,
12213,2,3,3,18089,9,,
12214,2,3,9,18089,9,,
12215,0,1,0,18089,9,,
12216,1,1,2,18089,9,,
12217,1,1,1,18089,9,,
12218,4,4,8,18089,9,,
12219,2,3,14.5,18089,9,,
12220,2,2,11.5,18089,9,,
12221,2,2,14,18089,9,,
12222,2,2,9.5,18089,9,,
12223,4,2,2,18089,9,,
12224,2,2,21.5,18089,9,,
12225,2,2,3,18089,9,,
12226,2,2,6,18089,9,,
12227,1,1,2.5,18089,9,,
12228,2,3,9.5,18089,9,,
12229,4,1,6.5,18089,9,,
12230,1,3,13,18089,9,,
12231,4,3,22,18089,9,,
12232,2,2,20,18089,9,,
12233,4,3,5,18089,9,,
12234,1,2,6,18089,9,,
12235,3,2,9,18089,9,,
12236,4,3,17,18089,9,,
12237,2,2,8,18089,9,,
12238,1,1,5.5,18089,9,,
12239,2,1,0,18089,9,,
12240,1,1,2,18089,9,,
12241,2,4,16,18089,9,,
12242,2,2,4,18089,9,,
12243,2,2,1,18089,9,,
12244,2,4,11,18089,9,,
12245,2,1,12,18089,9,,
12246,2,2,4,18089,9,,
12247,1,4,17,18089,9,,
12248,1,1,4,18089,9,,
12249,5,4,14,18089,9,,
12250,2,2,6.5,18089,9,,
12251,3,3,10.5,18089,9,,
12252,2,1,8,18089,9,,
12253,4,4,22.5,18089,9,,
12254,2,5,26,18089,9,,
12255,2,2,6.5,18089,9,,
12256,2,2,10,18089,9,,
12257,2,2,7,18089,9,,
12258,1,1,4,18089,9,,
12259,2,2,4,18089,9,,
12260,2,2,8,18089,9,,
12261,1,1,4,18089,9,,
12262,1,1,7,18089,9,,
12263,3,6,11,18089,9,,
12264,2,2,9,18091,10,,
12265,3,2,6.5,18091,10,,
12266,4,2,11,18091,10,,
12267,1,2,9.5,18091,10,,
12268,2,4,4,18091,10,,
12269,1,1,1.5,18091,10,,
12270,4,3,8,18091,10,,
12271,3,2,8,18091,10,,
12272,1,1,3,18091,10,,
12273,3,1,8,18091,10,,
12274,2,2,3,18091,10,,
12275,1,2,6,18091,10,,
12276,2,4,11,18089,9,,
12277,3,3,10,18089,9,,
12278,1,1,4,18089,9,,
12279,4,4,29,18089,9,,
12280,2,5,21.5,18089,9,,
12281,2,6,10,18089,9,,
12282,2,2,8,18089,9,,
12283,2,2,9,18089,9,,
12284,3,6,20,18089,9,,
12285,3,2,6,18089,9,,
12286,2,1,2.5,18091,10,,
12287,2,2,7,18091,10,,
12288,2,2,12,18091,10,,
12289,3,2,6.5,18091,10,,
12290,6,3,14,18127,11,,
12291,2,3,7,18127,11,,
12292,2,2,18,18127,11,,
12293,1,1,5,18127,11,,
12294,3,2,3,18127,11,,
12295,1,1,7,18127,11,,
12296,1,1,4,18127,11,,
12297,2,4,26,18127,11,,
12298,3,2,7,18127,11,,
12299,1,1,6.5,18127,11,,
12300,1,2,8,18127,11,,
12301,3,3,11.5,18127,11,,
12302,1,1,1,18127,11,,
12303,1,1,3,18127,11,,
12304,4,2,7,18127,11,,
12305,2,2,4,18127,11,,
12306,2,2,2.5,18127,11,,
12307,1,1,0,18089,9,,
12308,1,1,5,18089,9,,
12309,1,1,2,18089,9,,
12310,2,2,8.5,18089,9,,
12311,1,1,9,18089,9,,
12312,2,1,2,18089,9,,
12313,6,2,9,18089,9,,
12314,2,2,2,18089,9,,
12315,2,3,12,18089,9,,
12316,1,2,6,18089,9,,
12317,2,4,22,18089,9,,
12318,1,2,0,18089,9,,
12319,1,1,0,18089,9,,
12320,2,3,14,18089,9,,
12321,1,1,5,18089,9,,
12322,3,1,7,18089,9,,
12323,2,3,5,18089,9,,
12324,2,2,7,18089,9,,
12325,2,2,5,18089,9,,
12326,2,2,4.5,18089,9,,
12327,1,2,6,18089,9,,
12328,2,2,5,18089,9,,
12329,4,3,9,18127,11,,
12330,4,3,11,18127,11,,
12331,3,2,9,18127,11,,
12332,1,2,8,18127,11,,
12333,3,2,4,18127,11,,
12334,2,2,6,18127,11,,
12335,1,1,10,18127,11,,
12336,2,2,3.5,18127,11,,
12337,2,2,9.5,18127,11,,
12338,3,2,10.5,18127,11,,
12339,1,1,5,18127,11,,
12340,2,2,7,18127,11,,
12341,2,2,9.5,18127,11,,
12342,2,2,4,18127,11,,
12343,2,2,19,18127,11,,
12344,3,3,15,18127,11,,
12345,2,2,4,18127,11,,
12346,3,3,11,18127,11,,
12347,2,4,5.5,18127,11,,
12348,3,2,15,18127,11,,
12349,1,2,3,18127,11,,
12350,1,1,4,18127,11,,
12351,1,1,14,18127,11,,
12352,2,2,10,18127,11,,
12353,2,2,15,18127,11,,
12354,2,2,9.5,18127,11,,
12355,2,4,27,18127,11,,
12356,2,3,11.5,18127,11,,
12357,2,2,14.5,18127,11,,
12358,1,1,4,18127,11,,
12359,3,2,2,18127,11,,
12360,2,2,12,18127,11,,
12361,2,3,7.5,18127,11,,
12362,1,1,3,18089,9,,
12363,1,2,11,18089,9,,
12364,2,2,12,18089,9,,
12365,2,2,7,18089,9,,
12366,1,2,8.5,18089,9,,
12367,2,1,4,18089,9,,
12368,3,2,5,18089,9,,
12369,1,1,7,18089,9,,
12370,3,2,6,18089,9,,
12371,2,2,2,18089,9,,
12372,2,4,4.5,18089,9,,
12373,3,2,10,18089,9,,
12374,5,3,10,18091,10,,
12375,1,1,3.5,18127,11,,
12376,2,5,22.5,18127,11,,
12377,1,1,4,18127,11,,
12378,2,2,2,18127,11,,
12379,3,1,9,18127,11,,
12380,2,3,9,18127,11,,
12381,2,4,17.5,18127,11,,
12382,1,1,3,18127,11,,
12383,4,4,9,18127,11,,
12384,2,1,6,18127,11,,
12385,2,2,5,18127,11,,
12386,2,5,21,18127,11,,
12387,2,1,5,18127,11,,
12388,2,4,17,18127,11,,
12389,1,1,4,18127,11,,
12390,4,1,3,18127,11,,
12391,3,3,16,18127,11,,
12392,1,1,11,18127,11,,
12393,1,1,5,18127,11,,
12394,2,2,5.5,18127,11,,
12395,3,3,8,18127,11,,
12396,2,2,5,18127,11,,
12397,2,2,8,18127,11,,
12398,1,2,13,18127,11,,
12399,2,1,2,18127,11,,
12400,2,4,25,18127,11,,
12401,3,2,5.5,18127,11,,
12402,2,2,5,18127,11,,
12403,3,2,4,18127,11,,
12404,3,2,3.5,18127,11,,
12405,1,1,5,18127,11,,
12406,2,2,6.5,18127,11,,
12407,4,2,4,18127,11,,
12408,1,1,3.5,18127,11,,
12409,1,1,4.5,18127,11,,
12410,1,1,6,18127,11,,
12411,5,3,8.5,18089,9,,
12412,2,3,3,18089,9,,
12413,2,2,10,18089,9,,
12414,2,2,8,18089,9,,
12415,2,2,14,18089,9,,
12416,1,1,1,18089,9,,
12417,2,2,4.5,18089,9,,
12418,2,2,6.5,18089,9,,
12419,2,2,3,18089,9,,
12420,2,4,8.5,18089,9,,
12421,2,2,6.5,18089,9,,
12422,3,4,14,18089,9,,
12423,6,5,20.5,18089,9,,
12424,1,1,5,18089,9,,
12425,1,1,2,18089,9,,
12426,1,2,4,18089,9,,
12427,1,1,2,18089,9,,
12428,2,2,17,18089,9,,
12429,1,4,16.5,18089,9,,
12430,2,2,1,18089,9,,
12431,5,3,11,18089,9,,
12432,1,1,4,18089,9,,
12433,1,2,2.5,18089,9,,
12434,3,3,12,18089,9,,
12435,3,2,6,18089,9,,
12436,2,1,4,18089,9,,
12437,1,1,3.5,18089,9,,
12438,3,4,16,18089,9,,
12439,1,1,5,18089,9,,
12440,1,1,5,18089,9,,
12441,2,2,4,18089,9,,
12442,1,3,8,18089,9,,
12443,4,3,4,18089,9,,
12444,2,4,16.5,18089,9,,
12445,3,4,9,18089,9,,
12446,0,2,0,18089,9,,
12447,2,2,11,18089,9,,
12448,1,1,5.5,18089,9,,
12449,1,2,4,18089,9,,
12450,2,2,17,18089,9,,
12451,1,2,6,18089,9,,
12452,1,2,1,18089,9,,
12453,1,1,5,18089,9,,
12454,2,2,11,18089,9,,
12455,1,1,1,18089,9,,
12456,1,1,9,18089,9,,
12457,2,2,5.5,18089,9,,
12458,1,2,4,18089,9,,
12459,2,2,13.5,18089,9,,
12460,2,2,8,18089,9,,
12461,1,1,4.5,18089,9,,
12462,1,1,4,18089,9,,
12463,2,3,6,18089,9,,
12464,2,1,2,18089,9,,
12465,2,2,14,18089,9,,
12466,2,2,7,18089,9,,
12467,2,2,7,18089,9,,
12468,2,5,5,18089,9,,
12469,2,4,19.5,18089,9,,
12470,1,1,5,18089,9,,
12471,3,3,4,18089,9,,
12472,2,1,2.5,18089,9,,
12473,2,3,4,18089,9,,
12474,3,2,5,18089,9,,
12475,1,2,3,18089,9,,
12476,2,2,4,18089,9,,
12477,2,2,4,18089,9,,
12478,2,2,8,18089,9,,
12479,1,1,5.5,18089,9,,
12480,2,2,10,18091,10,,
12481,2,2,9,18091,10,,
12482,2,2,9,18091,10,,
12483,1,1,3,18091,10,,
12484,1,1,0,18091,10,,
12485,1,1,0,18091,10,,
12486,1,1,5,18091,10,,
12487,2,2,7,18091,10,,
12488,2,2,11.5,18091,10,,
12489,1,2,6,18091,10,,
12490,1,1,10,18091,10,,
12491,2,2,5,18091,10,,
12492,2,2,9,18091,10,,
12493,2,2,3,18091,10,,
12494,2,2,3,18091,10,,
12495,3,2,6,18091,10,,
12496,2,2,2,18091,10,,
12497,1,1,4,18091,10,,
12498,2,2,4,18091,10,,
12499,2,3,6,18127,11,,
12500,2,2,10,18127,11,,
12501,2,2,4.5,18127,11,,
12502,5,1,5,18127,11,,
12503,4,4,10.5,18127,11,,
12504,4,5,19.5,18127,11,,
12505,4,4,22,18127,11,,
12506,2,1,4.5,18127,11,,
12507,2,4,21,18127,11,,
12508,2,2,6.5,18089,9,,
12509,1,1,5,18127,11,,
12510,1,1,5.5,18127,11,,
12511,3,2,13,18127,11,,
12512,3,3,6,18127,11,,
12513,1,2,6,18127,11,,
12514,3,3,14,18127,11,,
12515,1,1,6,18127,11,,
12516,1,1,6,18127,11,,
12517,2,4,20,18127,11,,
12518,2,5,29,18127,11,,
12519,1,1,5,18127,11,,
12520,2,2,2,18091,10,,
12521,2,2,6.5,18089,9,,
12522,2,1,3.5,18089,9,,
12523,2,2,6,18089,9,,
12524,3,2,12,18089,9,,
12525,1,3,9.5,18089,9,,
12526,1,1,4,18089,9,,
12527,2,2,4,18089,9,,
12528,4,3,9,18089,9,,
12529,3,2,4,18089,9,,
12530,2,2,6,18089,9,,
12531,3,2,4.5,18089,9,,
12532,2,2,4,18089,9,,
12533,2,2,14.5,18089,9,,
12534,1,1,6,18127,11,,
12535,1,1,6,18127,11,,
12536,1,1,10.5,18127,11,,
12537,1,1,6,18127,11,,
12538,1,1,5,18127,11,,
12539,2,5,33,18127,11,,
12540,1,2,13.5,18127,11,,
12541,1,1,2,18127,11,,
12542,3,3,12,18127,11,,
12543,1,1,2,18127,11,,
12544,2,3,7,18127,11,,
12545,2,2,3,18127,11,,
12546,1,2,3.5,18127,11,,
12547,3,2,13,18127,11,,
12548,2,2,8,18127,11,,
12549,3,2,19,18127,11,,
12550,2,4,18,18127,11,,
12551,4,4,6,18127,11,,
12552,2,3,13,18127,11,,
12553,1,1,5,18127,11,,
12554,1,1,2,18127,11,,
12555,2,2,10,18127,11,,
12556,2,3,15.5,18127,11,,
12557,1,1,2,18127,11,,
12558,3,3,15.5,18127,11,,
12559,4,3,10.5,18127,11,,
12560,3,1,4.5,18127,11,,
12561,3,4,12,18127,11,,
12562,3,6,15.5,18127,11,,
12563,2,2,18,18127,11,,
12564,1,1,3.5,18127,11,,
12565,3,5,9,18127,11,,
12566,1,1,7,18127,11,,
12567,2,3,12.5,18127,11,,
12568,1,1,7,18127,11,,
12569,2,2,5,18127,11,,
12570,1,1,3.5,18089,9,,
12571,2,2,16,18089,9,,
12572,4,3,7,18089,9,,
12573,2,2,12,18089,9,,
12574,1,2,13,18089,9,,
12575,2,2,11,18089,9,,
12576,0,1,2.5,18089,9,,
12577,2,4,10,18089,9,,
12578,1,1,3,18089,9,,
12579,1,1,9,18089,9,,
12580,2,2,2.5,18089,9,,
12581,3,3,8,18089,9,,
12582,2,3,5,18089,9,,
12583,3,4,5.5,18089,9,,
12584,2,2,3,18089,9,,
12585,3,5,4.5,18089,9,,
12586,3,2,2,18089,9,,
12587,2,2,3,18089,9,,
12588,1,2,10,18089,9,,
12589,2,2,3.5,18089,9,,
12590,2,2,2.5,18089,9,,
12591,3,1,4,18089,9,,
12592,2,1,4,18089,9,,
12593,2,2,8,18089,9,,
12594,2,2,5,18089,9,,
12595,2,2,3.5,18089,9,,
12596,3,4,20,18089,9,,
12597,1,1,5,18089,9,,
12598,3,7,19,18089,9,,
12599,2,2,11,18089,9,,
12600,4,4,8.5,18089,9,,
12601,2,2,5,18089,9,,
12602,2,2,9,18089,9,,
12603,1,2,8,18089,9,,
12604,1,1,12,18089,9,,
12605,2,5,10,18089,9,,
12606,1,1,6,18089,9,,
12607,1,1,9,18089,9,,
12608,3,2,6,18091,10,,
12609,2,6,23,18091,10,,
12610,1,2,14,18091,10,,
12611,1,1,2,18089,9,,
12612,1,4,5,18089,9,,
12613,3,3,17,18089,9,,
12614,2,2,8,18089,9,,
12615,4,5,12,18089,9,,
12616,2,2,6.5,18089,9,,
12617,0,1,2,18089,9,,
12618,2,1,8,18089,9,,
12619,2,2,9.5,18089,9,,
12620,2,2,4,18089,9,,
12621,3,4,19,18089,9,,
12622,1,1,0,18089,9,,
12623,2,2,2.5,18089,9,,
12624,2,8,39,18089,9,,
12625,2,2,6.5,18089,9,,
12626,1,2,13.5,18089,9,,
12627,1,1,2,18089,9,,
12628,1,2,10,18089,9,,
12629,4,4,5,18089,9,,
12630,2,2,10,18089,9,,
12631,1,1,4.5,18089,9,,
12632,2,2,6,18089,9,,
12633,2,4,21,18089,9,,
12634,2,2,9,18089,9,,
12635,5,2,5,18089,9,,
12636,3,2,5,18089,9,,
12637,3,3,14.5,18089,9,,
12638,2,1,2,18089,9,,
12639,3,3,13.5,18089,9,,
12640,1,1,3,18089,9,,
12641,2,2,7.5,18089,9,,
12642,1,1,2.5,18089,9,,
12643,2,2,18,18089,9,,
12644,2,1,10,18089,9,,
12645,2,2,12,18089,9,,
12646,2,4,20.5,18089,9,,
12647,3,3,10,18089,9,,
12648,2,4,16,18089,9,,
12649,2,2,7.5,18089,9,,
12650,1,1,4,18089,9,,
12651,1,2,13,18089,9,,
12652,1,1,3,18089,9,,
12653,1,2,4.5,18089,9,,
12654,1,1,3,18089,9,,
12655,3,4,23,18089,9,,
12656,3,5,27,18089,9,,
12657,4,3,15,18089,9,,
12658,2,2,6,18089,9,,
12659,2,2,11.5,18089,9,,
12660,1,1,5,18089,9,,
12661,2,4,12,18089,9,,
12662,3,2,9,18089,9,,
12663,1,1,4,18089,9,,
12664,3,1,0,18089,9,,
12665,2,1,3,18089,9,,
12666,2,2,6,18089,9,,
12667,1,1,1,18089,9,,
12668,2,2,2,18089,9,,
12669,2,2,5,18089,9,,
12670,3,4,19,18089,9,,
12671,2,2,10.5,18089,9,,
12672,2,2,3.5,18089,9,,
12673,2,2,11.5,18089,9,,
12674,2,4,13.5,18089,9,,
12675,1,2,7,18089,9,,
12676,1,1,3.5,18089,9,,
12677,2,2,13,18089,9,,
12678,2,3,17,18089,9,,
12679,2,2,9.5,18089,9,,
12680,1,2,1,18089,9,,
12681,2,2,9,18089,9,,
12682,2,3,12.5,18089,9,,
12683,1,2,4,18089,9,,
12684,2,2,9,18089,9,,
12685,2,2,9.5,18089,9,,
12686,1,1,3,18089,9,,
12687,2,4,20,18089,9,,
12688,3,1,10,18089,9,,
12689,1,1,2,18089,9,,
12690,2,3,6.5,18089,9,,
12691,1,1,0,18089,9,,
12692,2,2,5.5,18089,9,,
12693,1,1,1,18089,9,,
12694,1,1,4,18089,9,,
12695,0,1,1,18089,9,,
12696,1,2,11.5,18089,9,,
12697,2,1,4,18089,9,,
12698,2,2,2,18089,9,,
12699,2,4,19.5,18089,9,,
12700,1,1,4,18089,9,,
12701,2,5,17.5,18089,9,,
12702,2,2,20,18089,9,,
12703,2,2,13,18089,9,,
12704,3,2,2,18089,9,,
12705,1,2,10,18089,9,,
12706,2,2,4,18089,9,,
12707,3,6,19,18089,9,,
12708,1,2,7,18089,9,,
12709,2,2,6,18089,9,,
12710,2,2,6,18089,9,,
12711,2,3,14,18089,9,,
12712,1,2,4,18089,9,,
12713,1,2,8,18089,9,,
12714,1,1,4,18089,9,,
12715,1,5,14,18089,9,,
12716,0,1,2,18091,10,,
12717,0,1,0,18091,10,,
12718,2,2,8.5,18091,10,,
12719,1,2,10.5,18091,10,,
12720,2,4,10,18091,10,,
12721,1,2,17.5,18091,10,,
12722,2,2,7,18091,10,,
12723,2,4,11,18091,10,,
12724,1,1,5,18091,10,,
12725,3,2,17,18091,10,,
12726,1,1,1,18091,10,,
12727,1,1,2,18091,10,,
12728,2,2,11,18091,10,,
12729,3,4,18,18091,10,,
12730,2,2,12,18091,10,,
12731,3,2,16,18127,11,,
12732,1,1,3.5,18127,11,,
12733,1,1,2,18127,11,,
12734,1,2,2,18127,11,,
12735,2,1,2,18089,9,,
12736,1,1,2,18089,9,,
12737,1,1,1,18089,9,,
12738,2,2,6.5,18089,9,,
12739,1,1,6,18089,9,,
12740,2,2,2,18089,9,,
12741,0,1,0,18089,9,,
12742,2,2,4,18089,9,,
12743,1,4,7,18089,9,,
12744,2,2,10,18089,9,,
12745,2,2,4,18089,9,,
12746,1,1,3.5,18089,9,,
12747,2,1,6,18089,9,,
12748,2,3,12,18089,9,,
12749,1,3,15,18089,9,,
12750,1,1,1.5,18089,9,,
12751,1,2,0,18089,9,,
12752,1,1,4,18089,9,,
12753,1,2,5.5,18089,9,,
12754,2,2,5,18089,9,,
12755,1,1,4.5,18089,9,,
12756,0,1,3,18089,9,,
12757,0,1,0,18089,9,,
12758,1,2,6,18089,9,,
12759,1,1,2.5,18089,9,,
12760,0,1,0,18089,9,,
12761,1,2,5,18089,9,,
12762,1,1,5.5,18089,9,,
12763,2,2,17,18089,9,,
12764,2,3,6,18089,9,,
12765,2,2,14,18089,9,,
12766,2,4,16,18089,9,,
12767,1,2,6,18089,9,,
12768,2,2,6,18089,9,,
12769,2,2,15,18089,9,,
12770,2,2,8,18089,9,,
12771,1,1,4,18089,9,,
12772,1,1,9,18089,9,,
12773,1,3,13,18089,9,,
12774,2,2,3,18089,9,,
12775,1,5,11,18089,9,,
12776,2,2,8,18089,9,,
12777,1,1,2,18089,9,,
12778,1,1,2,18089,9,,
12779,1,1,5,18089,9,,
12780,0,1,3.5,18089,9,,
12781,2,3,7,18089,9,,
12782,0,1,2,18089,9,,
12783,1,1,4,18089,9,,
12784,1,1,3,18089,9,,
12785,3,4,6,18089,9,,
12786,2,2,7,18089,9,,
12787,2,3,7,18089,9,,
12788,2,3,11.5,18089,9,,
12789,1,1,1,18089,9,,
12790,1,1,3,18089,9,,
12791,1,1,3,18089,9,,
12792,2,1,4.5,18089,9,,
12793,2,2,8,18089,9,,
12794,2,4,21,18089,9,,
12795,1,2,2.5,18089,9,,
12796,1,1,2,18089,9,,
12797,1,4,6,18089,9,,
12798,2,2,4,18089,9,,
12799,2,2,4,18089,9,,
12800,2,1,2,18089,9,,
12801,4,4,16,18089,9,,
12802,0,1,1.5,18091,10,,
12803,2,4,17,18091,10,,
12804,0,1,7,18091,10,,
12805,2,1,2.5,18091,10,,
12806,1,1,5,18091,10,,
12807,3,1,14,18091,10,,
12808,1,1,2,18091,10,,
12809,1,2,6,18091,10,,
12810,1,1,2,18091,10,,
12811,1,2,9,18091,10,,
12812,1,2,3,18091,10,,
12813,0,1,17,18091,10,,
12814,2,2,6,18091,10,,
12815,1,1,6,18091,10,,
12816,2,4,10,18091,10,,
12817,1,1,8,18091,10,,
12818,1,1,3,18091,10,,
12819,1,1,3,18091,10,,
12820,1,1,11,18091,10,,
12821,2,4,26.5,18091,10,,
12822,2,2,7,18091,10,,
12823,1,2,6,18089,9,,
12824,0,1,7,18089,9,,
12825,1,1,3.5,18089,9,,
12826,1,1,2,18089,9,,
12827,1,1,6.5,18089,9,,
12828,3,4,5,18089,9,,
12829,2,2,12,18089,9,,
12830,1,1,1,18089,9,,
12831,2,2,12,18089,9,,
12832,1,1,4,18089,9,,
12833,1,2,5,18089,9,,
12834,1,1,4,18089,9,,
12835,2,3,12.5,18089,9,,
12836,1,1,5,18089,9,,
12837,4,3,10,18089,9,,
12838,1,1,8,18089,9,,
12839,2,2,9,18089,9,,
12840,2,2,20,18089,9,,
12841,3,2,13,18089,9,,
12842,2,2,7.5,18089,9,,
12843,1,3,5.5,18089,9,,
12844,2,1,12,18089,9,,
12845,1,1,2.5,18089,9,,
12846,0,3,3,18089,9,,
12847,1,1,8,18089,9,,
12848,1,1,1.5,18089,9,,
12849,0,1,4,18089,9,,
12850,1,1,3.5,18089,9,,
12851,1,3,7,18089,9,,
12852,1,4,10,18089,9,,
12853,0,2,2,18089,9,,
12854,3,2,7,18089,9,,
12855,1,2,7,18089,9,,
12856,2,2,2,18089,9,,
12857,1,4,6,18089,9,,
12858,1,1,7.5,18089,9,,
12859,1,3,12,18089,9,,
12860,0,2,9,18089,9,,
12861,1,1,12,18089,9,,
12862,0,1,2,18089,9,,
12863,2,4,22,18089,9,,
12864,1,1,3,18089,9,,
12865,1,1,1,18089,9,,
12866,2,2,18,18089,9,,
12867,3,2,34,18089,9,,
12868,1,1,4,18089,9,,
12869,1,1,4,18089,9,,
12870,1,1,1,18089,9,,
12871,1,1,4,18089,9,,
12872,1,1,3,18089,9,,
12873,2,1,9,18089,9,,
12874,0,1,1,18089,9,,
12875,0,1,2,18089,9,,
12876,1,1,2.5,18089,9,,
12877,1,2,11,18089,9,,
12878,2,2,8,18089,9,,
12879,0,1,0.5,18089,9,,
12880,1,2,6,18089,9,,
12881,1,1,2,18089,9,,
12882,2,3,10,18089,9,,
12883,0,1,9,18089,9,,
12884,1,1,1,18089,9,,
12885,1,1,2,18089,9,,
12886,0,1,5,18089,9,,
12887,2,3,15.5,18089,9,,
12888,1,1,4,18089,9,,
12889,2,2,11.5,18089,9,,
12890,2,2,5,18089,9,,
12891,3,8,24,18089,9,,
12892,2,2,13,18089,9,,
12893,1,2,7,18089,9,,
12894,3,4,13.5,18089,9,,
12895,3,3,5,18089,9,,
12896,2,3,9.5,18089,9,,
12897,2,2,1.5,18089,9,,
12898,1,1,1,18089,9,,
12899,1,2,9,18089,9,,
12900,3,4,9,18089,9,,
12901,2,2,3,18089,9,,
12902,2,2,12,18089,9,,
12903,2,2,6,18089,9,,
12904,2,2,3,18089,9,,
12905,2,2,4,18089,9,,
12906,1,1,2,18089,9,,
12907,2,2,14,18089,9,,
12908,3,2,7,18089,9,,
12909,2,2,13,18089,9,,
12910,2,5,28,18089,9,,
12911,1,1,8,18089,9,,
12912,2,1,5.5,18089,9,,
12913,1,1,3,18089,9,,
12914,2,4,12,18089,9,,
12915,2,1,2,18089,9,,
12916,2,3,4,18089,9,,
12917,1,2,8,18089,9,,
12918,1,1,5,18089,9,,
12919,4,3,5,18089,9,,
12920,1,5,9.5,18089,9,,
12921,1,2,10,18089,9,,
12922,2,2,6,18089,9,,
12923,2,2,6.5,18089,9,,
12924,1,1,2.5,18089,9,,
12925,1,1,6,18089,9,,
12926,3,2,2,18089,9,,
12927,3,2,11,18089,9,,
12928,2,6,24,18089,9,,
12929,3,2,5.5,18089,9,,
12930,1,1,6,18089,9,,
12931,2,2,5,18089,9,,
12932,1,1,0,18089,9,,
12933,2,2,4,18089,9,,
12934,1,1,2,18089,9,,
12935,2,2,6,18089,9,,
12936,2,2,3,18089,9,,
12937,1,4,12,18089,9,,
12938,0,1,2,18089,9,,
12939,1,2,4,18089,9,,
12940,2,2,16,18089,9,,
12941,2,1,2,18089,9,,
12942,1,1,3,18089,9,,
12943,2,2,16.5,18091,10,,
12944,3,2,0,18091,10,,
12945,2,2,6,18091,10,,
12946,2,2,13.5,18091,10,,
12947,3,2,7,18091,10,,
12948,0,1,1,18091,10,,
12949,3,4,14,18091,10,,
12950,2,2,4,18091,10,,
12951,4,3,7,18091,10,,
12952,2,1,0,18091,10,,
12953,1,1,1,18091,10,,
12954,1,1,5,18091,10,,
12955,1,1,1,18091,10,,
12956,5,8,10,18091,10,,
12957,1,1,3,18091,10,,
12958,1,3,7.5,18091,10,,
12959,5,3,13,18091,10,,
12960,1,1,4,18091,10,,
12961,2,4,8,18091,10,,
12962,1,1,5,18091,10,,
12963,1,2,10,18091,10,,
12964,1,1,0,18091,10,,
12965,1,2,2.5,18091,10,,
12966,5,2,3,18091,10,,
12967,3,5,8.5,18091,10,,
12968,2,2,5,18091,10,,
12969,1,2,21,18089,9,,
12970,1,2,2.5,18089,9,,
12971,2,2,13,18089,9,,
12972,1,2,9,18089,9,,
12973,2,2,2,18089,9,,
12974,2,2,12,18089,9,,
12975,2,2,4,18089,9,,
12976,1,1,3.5,18089,9,,
12977,1,1,2.5,18089,9,,
12978,1,2,4,18089,9,,
12979,2,5,19.5,18089,9,,
12980,3,2,11,18089,9,,
12981,4,4,14.5,18089,9,,
12982,1,1,3,18089,9,,
12983,0,1,4,18089,9,,
12984,2,3,16,18089,9,,
12985,2,3,6,18089,9,,
12986,1,1,8,18089,9,,
12987,1,1,5,18089,9,,
12988,1,1,4,18089,9,,
12989,1,1,3,18089,9,,
12990,1,1,6,18089,9,,
12991,1,3,2,18089,9,,
12992,4,2,4,18089,9,,
12993,0,1,2,18089,9,,
12994,2,2,6,18089,9,,
12995,2,5,19,18089,9,,
12996,2,1,4,18089,9,,
12997,0,1,0,18089,9,,
12998,1,1,0,18089,9,,
12999,1,1,0,18089,9,,
13000,1,3,7,18089,9,,
13001,2,1,3,18089,9,,
13002,0,1,2,18089,9,,
13003,1,1,6,18089,9,,
13004,1,1,2.5,18089,9,,
13005,2,3,5,18089,9,,
13006,1,1,6,18089,9,,
13007,2,3,12,18089,9,,
13008,2,4,18,18089,9,,
13009,2,2,9,18089,9,,
13010,2,2,2,18089,9,,
13011,1,1,1,18089,9,,
13012,2,3,16,18089,9,,
13013,1,1,2,18089,9,,
13014,2,6,6,18089,9,,
13015,1,2,4,18089,9,,
13016,0,1,5,18089,9,,
13017,1,2,14,18089,9,,
13018,1,2,1,18089,9,,
13019,3,2,4,18089,9,,
13020,3,3,8,18089,9,,
13021,1,1,2,18089,9,,
13022,2,2,2.5,18089,9,,
13023,2,3,9,18089,9,,
13024,1,2,5.5,18089,9,,
13025,2,1,9,18089,9,,
13026,1,1,3,18089,9,,
13027,1,1,5,18089,9,,
13028,2,2,4.5,18089,9,,
13029,1,2,4.5,18089,9,,
13030,3,2,4,18089,9,,
13031,2,2,6,18089,9,,
13032,2,3,6,18089,9,,
13033,1,2,1,18089,9,,
13034,2,1,4,18089,9,,
13035,0,4,4,18089,9,,
13036,4,4,13.5,18089,9,,
13037,1,1,2,18089,9,,
13038,1,1,2,18089,9,,
13039,2,2,8,18089,9,,
13040,2,3,8,18089,9,,
13041,2,2,8,18089,9,,
13042,1,1,1,18089,9,,
13043,0,1,2,18089,9,,
13044,3,2,10.5,18089,9,,
13045,1,2,4,18089,9,,
13046,2,2,3,18089,9,,
13047,3,2,2,18089,9,,
13048,2,1,9,18089,9,,
